Previous_Crop,Soil_Type,State,Recommended_Crop,Alternative_Crop,Reason
Sugarcane,Sandy,Odisha,Green Gram,Chickpea,Legume-based nutrient restoration and pest cycle break
Mustard,Red,Tamil Nadu,Rice,Groundnut,Legume-based nutrient restoration and pest cycle break
Rice,Laterite,West Bengal,Black Gram,Cowpea,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Laterite,Tamil Nadu,Maize,Sugarcane,Legume-based nutrient restoration and pest cycle break
Potato,Clayey,Odisha,Lentil,Green Gram,Legume-based nutrient restoration and pest cycle break
Mustard,Clayey,Punjab,Rice,Black Gram,Legume-based nutrient restoration and pest cycle break
Black Gram,Red,West Bengal,Cotton,Sugarcane,Legume-based nutrient restoration and pest cycle break
Lentil,Clayey,Punjab,Wheat,Potato,Legume-based nutrient restoration and pest cycle break
Potato,Sandy,Uttar Pradesh,Black Gram,Lentil,Legume-based nutrient restoration and pest cycle break
Wheat,Red,West Bengal,Green Gram,Groundnut,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Laterite,Uttar Pradesh,Cotton,Rice,Legume-based nutrient restoration and pest cycle break
Black Gram,Red,West Bengal,Sugarcane,Maize,Legume-based nutrient restoration and pest cycle break
Rice,Black,Tamil Nadu,Groundnut,Soybean,Legume-based nutrient restoration and pest cycle break
Chickpea,Alluvial,West Bengal,Rice,Wheat,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Alluvial,Punjab,Wheat,Mustard,Legume-based nutrient restoration and pest cycle break
Wheat,Laterite,Punjab,Black Gram,Chickpea,Legume-based nutrient restoration and pest cycle break
Cowpea,Clayey,Uttar Pradesh,Cotton,Rice,Legume-based nutrient restoration and pest cycle break
Lentil,Laterite,Odisha,Cotton,Maize,Legume-based nutrient restoration and pest cycle break
Groundnut,Sandy,Maharashtra,Cotton,Mustard,Legume-based nutrient restoration and pest cycle break
Sugarcane,Black,Tamil Nadu,Pigeon Pea,Green Gram,Legume-based nutrient restoration and pest cycle break
Black Gram,Sandy,Punjab,Rice,Mustard,Legume-based nutrient restoration and pest cycle break
Maize,Alluvial,Punjab,Soybean,Lentil,Legume-based nutrient restoration and pest cycle break
Cowpea,Black,Punjab,Cotton,Rice,Legume-based nutrient restoration and pest cycle break
Maize,Sandy,Tamil Nadu,Black Gram,Green Gram,Legume-based nutrient restoration and pest cycle break
Sugarcane,Laterite,Odisha,Green Gram,Groundnut,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Red,West Bengal,Sugarcane,Rice,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Red,Punjab,Cotton,Wheat,Legume-based nutrient restoration and pest cycle break
Groundnut,Black,Punjab,Sugarcane,Wheat,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Black,Punjab,Rice,Maize,Legume-based nutrient restoration and pest cycle break
Maize,Alluvial,Maharashtra,Green Gram,Lentil,Legume-based nutrient restoration and pest cycle break
Potato,Black,Maharashtra,Black Gram,Pigeon Pea,Legume-based nutrient restoration and pest cycle break
Sugarcane,Black,Punjab,Green Gram,Soybean,Legume-based nutrient restoration and pest cycle break
Sunflower,Alluvial,Uttar Pradesh,Wheat,Maize,Legume-based nutrient restoration and pest cycle break
Cowpea,Clayey,Uttar Pradesh,Wheat,Cotton,Legume-based nutrient restoration and pest cycle break
Potato,Black,Odisha,Soybean,Pigeon Pea,Legume-based nutrient restoration and pest cycle break
Sugarcane,Laterite,West Bengal,Green Gram,Groundnut,Legume-based nutrient restoration and pest cycle break
Mustard,Clayey,Uttar Pradesh,Potato,Wheat,Legume-based nutrient restoration and pest cycle break
Rice,Clayey,Tamil Nadu,Black Gram,Chickpea,Legume-based nutrient restoration and pest cycle break
Cotton,Red,Punjab,Groundnut,Pigeon Pea,Legume-based nutrient restoration and pest cycle break
Sugarcane,Red,Uttar Pradesh,Cowpea,Groundnut,Legume-based nutrient restoration and pest cycle break
Potato,Black,Maharashtra,Green Gram,Groundnut,Legume-based nutrient restoration and pest cycle break
Mustard,Laterite,West Bengal,Black Gram,Groundnut,Legume-based nutrient restoration and pest cycle break
Soybean,Sandy,Odisha,Mustard,Cotton,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Black,West Bengal,Cotton,Wheat,Legume-based nutrient restoration and pest cycle break
Potato,Alluvial,West Bengal,Black Gram,Soybean,Legume-based nutrient restoration and pest cycle break
Sugarcane,Sandy,Uttar Pradesh,Cowpea,Green Gram,Legume-based nutrient restoration and pest cycle break
Lentil,Clayey,Punjab,Cotton,Potato,Legume-based nutrient restoration and pest cycle break
Cotton,Laterite,Uttar Pradesh,Cowpea,Green Gram,Legume-based nutrient restoration and pest cycle break
Wheat,Red,Maharashtra,Pigeon Pea,Groundnut,Legume-based nutrient restoration and pest cycle break
Green Gram,Black,West Bengal,Cotton,Rice,Legume-based nutrient restoration and pest cycle break
Cowpea,Sandy,Maharashtra,Rice,Maize,Legume-based nutrient restoration and pest cycle break
Rice,Red,Odisha,Groundnut,Pigeon Pea,Legume-based nutrient restoration and pest cycle break
Maize,Clayey,West Bengal,Lentil,Black Gram,Legume-based nutrient restoration and pest cycle break
Groundnut,Sandy,Maharashtra,Cotton,Mustard,Legume-based nutrient restoration and pest cycle break
Sugarcane,Alluvial,West Bengal,Black Gram,Chickpea,Legume-based nutrient restoration and pest cycle break
Green Gram,Red,Tamil Nadu,Maize,Rice,Legume-based nutrient restoration and pest cycle break
Cotton,Clayey,Tamil Nadu,Black Gram,Lentil,Legume-based nutrient restoration and pest cycle break
Lentil,Alluvial,Odisha,Cotton,Mustard,Legume-based nutrient restoration and pest cycle break
Rice,Laterite,Uttar Pradesh,Groundnut,Chickpea,Legume-based nutrient restoration and pest cycle break
Soybean,Black,Punjab,Maize,Rice,Legume-based nutrient restoration and pest cycle break
Green Gram,Alluvial,Odisha,Rice,Maize,Legume-based nutrient restoration and pest cycle break
Lentil,Red,West Bengal,Sugarcane,Cotton,Legume-based nutrient restoration and pest cycle break
Cowpea,Clayey,Punjab,Rice,Cotton,Legume-based nutrient restoration and pest cycle break
Cowpea,Sandy,West Bengal,Cotton,Mustard,Legume-based nutrient restoration and pest cycle break
Mustard,Sandy,West Bengal,Chickpea,Black Gram,Legume-based nutrient restoration and pest cycle break
Chickpea,Alluvial,Uttar Pradesh,Mustard,Rice,Legume-based nutrient restoration and pest cycle break
Green Gram,Sandy,Odisha,Rice,Maize,Legume-based nutrient restoration and pest cycle break
Maize,Alluvial,Tamil Nadu,Chickpea,Green Gram,Legume-based nutrient restoration and pest cycle break
Soybean,Red,Punjab,Maize,Sugarcane,Legume-based nutrient restoration and pest cycle break
Green Gram,Black,Uttar Pradesh,Sugarcane,Rice,Legume-based nutrient restoration and pest cycle break
Lentil,Clayey,Tamil Nadu,Cotton,Wheat,Legume-based nutrient restoration and pest cycle break
Potato,Red,Tamil Nadu,Black Gram,Cowpea,Legume-based nutrient restoration and pest cycle break
Cotton,Clayey,Punjab,Chickpea,Lentil,Legume-based nutrient restoration and pest cycle break
Soybean,Clayey,Punjab,Rice,Maize,Legume-based nutrient restoration and pest cycle break
Lentil,Sandy,Maharashtra,Cotton,Maize,Legume-based nutrient restoration and pest cycle break
Sugarcane,Red,Odisha,Groundnut,Cowpea,Legume-based nutrient restoration and pest cycle break
Green Gram,Black,West Bengal,Sugarcane,Cotton,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Clayey,Tamil Nadu,Cotton,Rice,Legume-based nutrient restoration and pest cycle break
Sugarcane,Laterite,Punjab,Groundnut,Chickpea,Legume-based nutrient restoration and pest cycle break
Rice,Black,Uttar Pradesh,Pigeon Pea,Soybean,Legume-based nutrient restoration and pest cycle break
Mustard,Clayey,Punjab,Potato,Lentil,Legume-based nutrient restoration and pest cycle break
Cowpea,Sandy,Tamil Nadu,Cotton,Wheat,Legume-based nutrient restoration and pest cycle break
Chickpea,Alluvial,Maharashtra,Rice,Wheat,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Clayey,Odisha,Cotton,Potato,Legume-based nutrient restoration and pest cycle break
Soybean,Sandy,West Bengal,Maize,Cotton,Legume-based nutrient restoration and pest cycle break
Sunflower,Black,Odisha,Groundnut,Green Gram,Legume-based nutrient restoration and pest cycle break
Soybean,Laterite,West Bengal,Rice,Wheat,Legume-based nutrient restoration and pest cycle break
Chickpea,Laterite,Punjab,Rice,Cotton,Legume-based nutrient restoration and pest cycle break
Maize,Laterite,West Bengal,Green Gram,Black Gram,Legume-based nutrient restoration and pest cycle break
Soybean,Red,Odisha,Cotton,Rice,Legume-based nutrient restoration and pest cycle break
Sunflower,Laterite,West Bengal,Green Gram,Groundnut,Legume-based nutrient restoration and pest cycle break
Wheat,Black,Uttar Pradesh,Groundnut,Pigeon Pea,Legume-based nutrient restoration and pest cycle break
Groundnut,Red,Punjab,Wheat,Maize,Legume-based nutrient restoration and pest cycle break
Cowpea,Sandy,Maharashtra,Mustard,Rice,Legume-based nutrient restoration and pest cycle break
Chickpea,Sandy,Maharashtra,Wheat,Maize,Legume-based nutrient restoration and pest cycle break
Potato,Red,Maharashtra,Black Gram,Green Gram,Legume-based nutrient restoration and pest cycle break
Potato,Clayey,Odisha,Green Gram,Chickpea,Legume-based nutrient restoration and pest cycle break
Cowpea,Black,West Bengal,Rice,Cotton,Legume-based nutrient restoration and pest cycle break
Rice,Black,Odisha,Soybean,Black Gram,Legume-based nutrient restoration and pest cycle break
Lentil,Sandy,Uttar Pradesh,Cotton,Mustard,Legume-based nutrient restoration and pest cycle break
Rice,Laterite,Maharashtra,Groundnut,Cowpea,Legume-based nutrient restoration and pest cycle break
Groundnut,Laterite,Odisha,Sugarcane,Rice,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Alluvial,Maharashtra,Mustard,Rice,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Sandy,Punjab,Wheat,Mustard,Legume-based nutrient restoration and pest cycle break
Lentil,Red,Maharashtra,Cotton,Rice,Legume-based nutrient restoration and pest cycle break
Cowpea,Clayey,West Bengal,Wheat,Cotton,Legume-based nutrient restoration and pest cycle break
Potato,Black,Odisha,Soybean,Black Gram,Legume-based nutrient restoration and pest cycle break
Soybean,Clayey,Uttar Pradesh,Cotton,Maize,Legume-based nutrient restoration and pest cycle break
Cotton,Sandy,Maharashtra,Cowpea,Chickpea,Legume-based nutrient restoration and pest cycle break
Rice,Black,Tamil Nadu,Groundnut,Soybean,Legume-based nutrient restoration and pest cycle break
Rice,Laterite,Punjab,Cowpea,Chickpea,Legume-based nutrient restoration and pest cycle break
Groundnut,Black,Punjab,Wheat,Rice,Legume-based nutrient restoration and pest cycle break
Cotton,Red,Uttar Pradesh,Cowpea,Groundnut,Legume-based nutrient restoration and pest cycle break
Sugarcane,Red,West Bengal,Groundnut,Cowpea,Legume-based nutrient restoration and pest cycle break
Potato,Sandy,Uttar Pradesh,Cowpea,Lentil,Legume-based nutrient restoration and pest cycle break
Rice,Black,Uttar Pradesh,Soybean,Green Gram,Legume-based nutrient restoration and pest cycle break
Black Gram,Black,West Bengal,Rice,Wheat,Legume-based nutrient restoration and pest cycle break
Cowpea,Alluvial,West Bengal,Cotton,Mustard,Legume-based nutrient restoration and pest cycle break
Soybean,Alluvial,Punjab,Wheat,Mustard,Legume-based nutrient restoration and pest cycle break
Cotton,Black,Punjab,Soybean,Green Gram,Legume-based nutrient restoration and pest cycle break
Lentil,Red,Punjab,Cotton,Rice,Legume-based nutrient restoration and pest cycle break
Black Gram,Red,West Bengal,Sugarcane,Rice,Legume-based nutrient restoration and pest cycle break
Cowpea,Laterite,West Bengal,Cotton,Wheat,Legume-based nutrient restoration and pest cycle break
Sugarcane,Clayey,Maharashtra,Soybean,Black Gram,Legume-based nutrient restoration and pest cycle break
Soybean,Laterite,Uttar Pradesh,Sugarcane,Cotton,Legume-based nutrient restoration and pest cycle break
Sunflower,Black,Tamil Nadu,Cotton,Soybean,Legume-based nutrient restoration and pest cycle break
Groundnut,Black,Maharashtra,Sugarcane,Cotton,Legume-based nutrient restoration and pest cycle break
Groundnut,Black,Punjab,Wheat,Rice,Legume-based nutrient restoration and pest cycle break
Wheat,Clayey,Odisha,Soybean,Chickpea,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Alluvial,Maharashtra,Rice,Wheat,Legume-based nutrient restoration and pest cycle break
Mustard,Laterite,Uttar Pradesh,Groundnut,Chickpea,Legume-based nutrient restoration and pest cycle break
Rice,Red,Maharashtra,Green Gram,Pigeon Pea,Legume-based nutrient restoration and pest cycle break
Groundnut,Laterite,Uttar Pradesh,Cotton,Sugarcane,Legume-based nutrient restoration and pest cycle break
Maize,Clayey,Punjab,Green Gram,Chickpea,Legume-based nutrient restoration and pest cycle break
Rice,Sandy,Punjab,Cowpea,Chickpea,Legume-based nutrient restoration and pest cycle break
Green Gram,Alluvial,Punjab,Cotton,Wheat,Legume-based nutrient restoration and pest cycle break
Chickpea,Red,Odisha,Cotton,Wheat,Legume-based nutrient restoration and pest cycle break
Maize,Clayey,Uttar Pradesh,Green Gram,Chickpea,Legume-based nutrient restoration and pest cycle break
Soybean,Black,Tamil Nadu,Rice,Maize,Legume-based nutrient restoration and pest cycle break
Sunflower,Black,Maharashtra,Rice,Cotton,Legume-based nutrient restoration and pest cycle break
Rice,Black,Tamil Nadu,Pigeon Pea,Soybean,Legume-based nutrient restoration and pest cycle break
Green Gram,Sandy,West Bengal,Rice,Maize,Legume-based nutrient restoration and pest cycle break
Cowpea,Clayey,West Bengal,Wheat,Potato,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Sandy,Odisha,Maize,Wheat,Legume-based nutrient restoration and pest cycle break
Rice,Clayey,Maharashtra,Soybean,Green Gram,Legume-based nutrient restoration and pest cycle break
Wheat,Laterite,Odisha,Green Gram,Groundnut,Legume-based nutrient restoration and pest cycle break
Soybean,Sandy,Odisha,Rice,Mustard,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Laterite,Uttar Pradesh,Wheat,Maize,Legume-based nutrient restoration and pest cycle break
Maize,Black,Punjab,Green Gram,Black Gram,Legume-based nutrient restoration and pest cycle break
Lentil,Red,West Bengal,Sugarcane,Cotton,Legume-based nutrient restoration and pest cycle break
Soybean,Sandy,Maharashtra,Wheat,Rice,Legume-based nutrient restoration and pest cycle break
Wheat,Black,Odisha,Black Gram,Pigeon Pea,Legume-based nutrient restoration and pest cycle break
Mustard,Clayey,Maharashtra,Lentil,Rice,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Laterite,Odisha,Maize,Wheat,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Red,Punjab,Wheat,Sugarcane,Legume-based nutrient restoration and pest cycle break
Cowpea,Clayey,Uttar Pradesh,Rice,Wheat,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Clayey,Tamil Nadu,Wheat,Potato,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Clayey,Odisha,Cotton,Potato,Legume-based nutrient restoration and pest cycle break
Sugarcane,Alluvial,West Bengal,Chickpea,Soybean,Legume-based nutrient restoration and pest cycle break
Chickpea,Clayey,Maharashtra,Potato,Maize,Legume-based nutrient restoration and pest cycle break
Wheat,Red,Uttar Pradesh,Pigeon Pea,Cowpea,Legume-based nutrient restoration and pest cycle break
Cowpea,Black,Odisha,Wheat,Cotton,Legume-based nutrient restoration and pest cycle break
Black Gram,Clayey,Punjab,Maize,Rice,Legume-based nutrient restoration and pest cycle break
Cowpea,Alluvial,Maharashtra,Maize,Cotton,Legume-based nutrient restoration and pest cycle break
Soybean,Black,Odisha,Maize,Sugarcane,Legume-based nutrient restoration and pest cycle break
Black Gram,Laterite,West Bengal,Maize,Sugarcane,Legume-based nutrient restoration and pest cycle break
Cotton,Laterite,Punjab,Green Gram,Cowpea,Legume-based nutrient restoration and pest cycle break
Cotton,Sandy,Tamil Nadu,Chickpea,Black Gram,Legume-based nutrient restoration and pest cycle break
Cotton,Black,Odisha,Pigeon Pea,Green Gram,Legume-based nutrient restoration and pest cycle break
Cowpea,Black,Odisha,Maize,Cotton,Legume-based nutrient restoration and pest cycle break
Lentil,Alluvial,Uttar Pradesh,Wheat,Rice,Legume-based nutrient restoration and pest cycle break
Rice,Black,Odisha,Black Gram,Pigeon Pea,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Alluvial,Maharashtra,Mustard,Maize,Legume-based nutrient restoration and pest cycle break
Rice,Red,Punjab,Black Gram,Cowpea,Legume-based nutrient restoration and pest cycle break
Green Gram,Laterite,Maharashtra,Rice,Sugarcane,Legume-based nutrient restoration and pest cycle break
Potato,Sandy,West Bengal,Lentil,Black Gram,Legume-based nutrient restoration and pest cycle break
